SITE,TRANSECT,TRANSECT_ID,lat,lon,SIDE,SP_CODE,PERCENT_COVER,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,COMMON.NAME,SPECIES
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,MAST,7.5,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,POLS,2.5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,RAT,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,SH,5,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,SL,40,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,SLJ,1.25,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,UEC,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Unidentified Erect Coralline
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,I,UV,1.25,Algae,Chlorophyta,Green Algae,Sea lettuce,Blady Ulvoid
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,B,17.5,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,BA,1.25,Invertebrate,Arthropods,Crustaceans,NA,Barnacle 
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,BL,21.25,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,BLD,1.25,Algae,Phaeophyta,Brown Algae,NA,UNID Juv Laminariales
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,BM,8.75,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,BS,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,CHCR,6.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,CO,1.25,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,DEVI,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,DIVE,1.25,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,EC,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,HJ,16.25,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,MAST,3.75,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,POLS,3.75,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,RAT,8.75,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,S,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,SL,40,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,SLJ,2.5,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Tricellaria inopinata
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,UEC,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Unidentified Erect Coralline
NE Appledore,Broad Cove,NEA_BC,42.9898,-70.6108,O,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,AGCL,8.75,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,B,27.5,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,BA,1.25,Invertebrate,Arthropods,Crustaceans,NA,Barnacle 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,BL,8.75,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,BM,3.75,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,BOHA,1.25,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,BS,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,C,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,CHCR,3.75,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,CO,5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,CRSP,1.25,Algae,Rhodophyta,Erect Red Algae,Banded weed,Ceramium 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,DEVI,3.75,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,Diatom Tube Mat
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,EC,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,EUCR,3.75,Algae,Rhodophyta,Erect Red Algae,delicate northern sea fan,Euthora cristata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,HJ,8.75,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,MAST,2.5,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,MYED,2.5,Invertebrate,Molluscs,Bivalves,Blue Mussel,Mytilus edulis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,PAPA,1.25,Algae,Rhodophyta,Erect Red Algae,Dulse,Palmaria palmata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,POLS,12.5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,PTSE,1.25,Algae,Rhodophyta,Erect Red Algae,northern sea fern,Ptilota serrata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,RAT,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,SH,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,SL,28.75,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,SS,3.75,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,I,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Tricellaria inopinata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,AGCL,7.5,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,B,33.75,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,BL,8.75,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,BM,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,BS,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,C,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,CHCR,2.5,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,CO,3.75,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,DEVI,11.25,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,HJ,12.5,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,LIVE,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Lichenopora verrucaria
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,MYED,6.25,Invertebrate,Molluscs,Bivalves,Blue Mussel,Mytilus edulis
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,POLS,12.5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,PTSE,2.5,Algae,Rhodophyta,Erect Red Algae,northern sea fern,Ptilota serrata
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,RAT,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,SH,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,SL,30,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,UEC,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Unidentified Erect Coralline
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,UFR,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Filamentous Red
NE Appledore,Norwegian Cove,NEA_NC,42.9906,-70.6115,O,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,AGCL,1.25,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,ATM,10,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,B,26.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BA,1.25,Invertebrate,Arthropods,Crustaceans,NA,Barnacle 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BL,17.5,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BM,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BOHA,1.25,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BOSC,1.25,Invertebrate,Chordates,Tunicates,golden star tunicate,Botryllus schlosseri
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,BS,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,CHCR,7.5,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,CLSP,1.25,Invertebrate,Proifera,Sponges,NA,Cliona 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,CO,2.5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,CRSP,1.25,Algae,Rhodophyta,Erect Red Algae,Banded weed,Ceramium 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,DEAC,5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,DEVI,5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,EUCR,2.5,Algae,Rhodophyta,Erect Red Algae,delicate northern sea fan,Euthora cristata
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,HJ,10,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,POLS,33.75,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,PORS,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,PTSE,1.25,Algae,Rhodophyta,Erect Red Algae,northern sea fern,Ptilota serrata
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,RAT,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,SH,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,SL,2.5,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,I,SS,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,AGCL,2.5,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,ANSP,2.5,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,ATM,3.75,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,B,30,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,BL,12.5,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,BM,6.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,BOHA,1.25,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,CHCR,6.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,CLSP,1.25,Invertebrate,Proifera,Sponges,NA,Cliona 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,CO,3.75,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,DEAC,5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,DEVI,10,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,DIVE,1.25,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,EUCR,2.5,Algae,Rhodophyta,Erect Red Algae,delicate northern sea fan,Euthora cristata
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,HJ,10,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,LIVE,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Lichenopora verrucaria
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,MEMA,1.25,Invertebrate,Bryozoans,Bryozoans,sea lace,Membranipora membranacea
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,POLS,32.5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,PORS,17.5,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,SH,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,UEC,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Unidentified Erect Coralline
NE Appledore,Broadway and 42nd,NEA_B42,42.99184,-70.61057,O,URB,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,B,33.75,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,BL,3.75,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,BM,5,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,BOVI,1.25,Invertebrate,Chordates,Tunicates,orange sheath tunicate,Botrylloides violaceus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,C,3.75,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,CHCR,2.5,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,CLSP,1.25,Invertebrate,Proifera,Sponges,NA,Cliona 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,CO,7.5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,CRSP,5,Algae,Rhodophyta,Erect Red Algae,Banded weed,Ceramium 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,CYPU,5,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,DEAC,3.75,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,DEVI,3.75,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,DIP,1.25,Invertebrate,Chordates,Tunicates,colonial tunicate,Diplosoma listerianum
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,DIVE,1.25,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,EC,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,HAPA,2.5,Invertebrate,Proifera,Sponges,Breadcrumb Sponge,Halichondria panicea
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,HJ,17.5,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,LIGL,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,MAST,10,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,MEMA,2.5,Invertebrate,Bryozoans,Bryozoans,sea lace,Membranipora membranacea
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,POLS,5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,goat tang,Polyides rotundus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,PORS,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,SH,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,SL,6.25,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,SLJ,1.25,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,SS,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,URB,5,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,I,UV,1.25,Algae,Chlorophyta,Green Algae,Sea lettuce,Blady Ulvoid
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,AGCL,1.25,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,B,30,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BL,8.75,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BM,1.25,Substrate,NA,NA,NA,NA
